Country,Year,life,population,income,region
"Congo, Rep.",2012,61.30,4286188,5631,Sub-Saharan Africa
"Congo, Rep.",2013,61.50,4394334,5680,Sub-Saharan Africa
"Congo, Rep.",2014,61.70,4504962,5905,Sub-Saharan Africa
"Congo, Rep.",2015,61.90,4620330,6220,Sub-Saharan Africa
Costa Rica,1800,30.21,"51,987",775,America
Costa Rica,1801,30.21,,775,America
Costa Rica,1802,30.21,,775,America
Costa Rica,1803,30.21,,775,America
Costa Rica,1804,30.21,,775,America
Costa Rica,1805,30.21,,776,America
Costa Rica,1806,30.21,,776,America
Costa Rica,1807,30.21,,776,America
Costa Rica,1808,30.21,,776,America
Costa Rica,1809,30.21,,776,America
Costa Rica,1810,30.21,57584,776,America
Costa Rica,1811,30.21,,776,America
Costa Rica,1812,30.21,,776,America
Costa Rica,1813,30.21,,776,America
Costa Rica,1814,30.21,,777,America
Costa Rica,1815,30.21,,777,America
Costa Rica,1816,30.21,,777,America
Costa Rica,1817,30.21,,777,America
Costa Rica,1818,30.21,,777,America
Costa Rica,1819,30.21,,777,America
Costa Rica,1820,30.21,63375,777,America
Costa Rica,1821,30.21,,786,America
Costa Rica,1822,30.21,,795,America
Costa Rica,1823,30.21,,804,America
Costa Rica,1824,30.21,,813,America
Costa Rica,1825,30.21,,822,America
Costa Rica,1826,30.21,,831,America
Costa Rica,1827,30.21,,841,America
Costa Rica,1828,30.21,,850,America
Costa Rica,1829,30.21,,860,America
Costa Rica,1830,30.21,72046,869,America
Costa Rica,1831,30.21,,879,America
Costa Rica,1832,30.21,,889,America
Costa Rica,1833,30.21,,899,America
Costa Rica,1834,30.21,,909,America
Costa Rica,1835,30.21,,919,America
Costa Rica,1836,30.21,,929,America
Costa Rica,1837,30.21,,940,America
Costa Rica,1838,30.21,,950,America
Costa Rica,1839,30.21,,961,America
Costa Rica,1840,30.21,85915,972,America
Costa Rica,1841,30.21,,983,America
Costa Rica,1842,30.21,,994,America
Costa Rica,1843,30.21,,1005,America
Costa Rica,1844,30.21,,1016,America
Costa Rica,1845,30.21,,1028,America
Costa Rica,1846,30.21,,1039,America
Costa Rica,1847,30.21,,1051,America
Costa Rica,1848,30.21,,1063,America
Costa Rica,1849,30.21,,1075,America
Costa Rica,1850,30.21,100882,1087,America
Costa Rica,1851,30.21,,1099,America
Costa Rica,1852,30.21,,1111,America
Costa Rica,1853,30.21,,1124,America
Costa Rica,1854,30.21,,1137,America
Costa Rica,1855,30.21,,1149,America
Costa Rica,1856,30.21,,1162,America
Costa Rica,1857,30.21,,1175,America
Costa Rica,1858,30.21,,1188,America
Costa Rica,1859,30.21,,1202,America
Costa Rica,1860,30.21,115687,1215,America
Costa Rica,1861,30.21,,1229,America
Costa Rica,1862,30.21,,1243,America
Costa Rica,1863,30.21,,1257,America
Costa Rica,1864,30.21,,1271,America
Costa Rica,1865,30.21,,1285,America
Costa Rica,1866,30.21,,1300,America
Costa Rica,1867,30.21,,1314,America
Costa Rica,1868,30.21,,1329,America
Costa Rica,1869,30.21,,1344,America
Costa Rica,1870,30.21,138409,1359,America
Costa Rica,1871,30.21,,1374,America
Costa Rica,1872,30.21,,1390,America
Costa Rica,1873,30.21,,1405,America
Costa Rica,1874,30.21,,1421,America
Costa Rica,1875,30.21,,1437,America
Costa Rica,1876,30.21,,1453,America
Costa Rica,1877,30.21,,1470,America
Costa Rica,1878,30.21,,1486,America
Costa Rica,1879,30.21,,1503,America
Costa Rica,1880,30.21,172749,1520,America
Costa Rica,1881,30.21,,1537,America
Costa Rica,1882,30.21,,1554,America
Costa Rica,1883,30.21,,1571,America
Costa Rica,1884,30.21,,1589,America
Costa Rica,1885,30.20,,1607,America
Costa Rica,1886,30.20,,1625,America
Costa Rica,1887,30.20,,1643,America
Costa Rica,1888,30.20,,1662,America
Costa Rica,1889,30.20,,1680,America
Costa Rica,1890,30.61,227054,1699,America
Costa Rica,1891,31.02,,1718,America
Costa Rica,1892,31.43,,1738,America
Costa Rica,1893,31.84,,1757,America
Costa Rica,1894,32.25,,1777,America
Costa Rica,1895,32.65,,1797,America
Costa Rica,1896,33.06,,1817,America
Costa Rica,1897,33.47,,1837,America
Costa Rica,1898,33.88,,1858,America
Costa Rica,1899,34.29,,1879,America
Costa Rica,1900,34.70,297910,1900,America
Costa Rica,1901,34.74,,1921,America
Costa Rica,1902,34.78,,1943,America
Costa Rica,1903,34.82,,1965,America
Costa Rica,1904,34.86,,1987,America
Costa Rica,1905,34.90,,2009,America
Costa Rica,1906,34.94,,2032,America
Costa Rica,1907,34.98,,2055,America
Costa Rica,1908,35.02,,2078,America
Costa Rica,1909,35.06,,2101,America
Costa Rica,1910,35.10,359202,2125,America
Costa Rica,1911,35.10,,2149,America
Costa Rica,1912,35.10,,2173,America
Costa Rica,1913,35.10,,2197,America
Costa Rica,1914,35.10,,2222,America
Costa Rica,1915,35.10,,2247,America
Costa Rica,1916,35.10,,2272,America
Costa Rica,1917,35.10,,2297,America
Costa Rica,1918,31.03,,2323,America
Costa Rica,1919,35.10,,2349,America
Costa Rica,1920,35.10,420818,2376,America
Costa Rica,1921,35.89,,2275,America
Costa Rica,1922,36.67,,2478,America
Costa Rica,1923,37.46,,2241,America
Costa Rica,1924,38.24,,2510,America
Costa Rica,1925,39.03,,2448,America
Costa Rica,1926,39.82,,2651,America
Costa Rica,1927,40.60,,2409,America
Costa Rica,1928,41.39,,2484,America
Costa Rica,1929,42.18,,2333,America
Costa Rica,1930,42.96,550462,2401,America
Costa Rica,1931,43.51,,2327,America
Costa Rica,1932,44.05,,2102,America
Costa Rica,1933,44.60,,2458,America
Costa Rica,1934,45.15,,2129,America
Costa Rica,1935,45.69,,2265,America
Costa Rica,1936,46.24,,2375,America
Costa Rica,1937,46.78,,2677,America
Costa Rica,1938,47.33,,2790,America
Costa Rica,1939,47.88,,2779,America
Costa Rica,1940,48.42,726617,2626,America
Costa Rica,1941,49.42,,2896,America
Costa Rica,1942,50.42,,2518,America
Costa Rica,1943,51.42,,2477,America
Costa Rica,1944,52.41,,2180,America
Costa Rica,1945,53.41,,2414,America
Costa Rica,1946,54.41,,2633,America
Costa Rica,1947,55.41,,3050,America
Costa Rica,1948,56.40,,3141,America
Costa Rica,1949,57.40,,3186,America
Costa Rica,1950,58.40,959489,2948,America
Costa Rica,1951,58.76,986159,2933,America
Costa Rica,1952,59.41,1015875,3179,America
Costa Rica,1953,60.06,"1,048,222",3542,America
Costa Rica,1954,60.71,"1,082,879",3449,America
Costa Rica,1955,61.37,1119619,3709,America
Costa Rica,1956,62.02,1158318,3472,America
Costa Rica,1957,62.68,1198946,3633,America
Costa Rica,1958,63.34,1241550,3936,America
Costa Rica,1959,63.99,1286229,3929,America
Costa Rica,1960,64.65,1333042,4110,America
Costa Rica,1961,65.29,1381920,4123,America
Costa Rica,1962,65.93,1432583,4221,America
Costa Rica,1963,66.55,1484512,4427,America
Costa Rica,1964,67.17,1537035,4495,America
Costa Rica,1965,67.77,1589625,4749,America
Costa Rica,1966,68.35,1642189,4953,America
Costa Rica,1967,68.92,1694711,5094,America
Costa Rica,1968,69.48,1746870,5324,America
Costa Rica,1969,70.04,1798315,5518,America
Costa Rica,1970,70.60,1848873,5723,America
Costa Rica,1971,71.10,1898366,5933,America
Costa Rica,1972,71.70,1947048,6287,America
Costa Rica,1973,72.20,"1,995,744",6597,America
Costa Rica,1974,72.90,2045580,6772,America
Costa Rica,1975,73.60,2097410,6725,America
Costa Rica,1976,74.10,2151492,6898,America
Costa Rica,1977,74.60,"2,207,727",7305,America
Costa Rica,1978,74.90,2266153,7465,America
Costa Rica,1979,75.20,2326708,7607,America
Costa Rica,1980,75.40,2389309,7537,America
Costa Rica,1981,75.80,2454127,7190,America
Costa Rica,1982,76.20,2521163,6508,America
Costa Rica,1983,76.30,2589932,6505,America
Costa Rica,1984,76.40,2659772,6820,America
Costa Rica,1985,76.30,2730231,6683,America
Costa Rica,1986,76.40,2800986,6851,America
Costa Rica,1987,76.40,2872214,6984,America
Costa Rica,1988,76.50,2944560,7036,America
Costa Rica,1989,76.50,"3,018,953",7253,America
Costa Rica,1990,76.60,3095994,7333,America
Costa Rica,1991,76.60,3175654,7337,America
Costa Rica,1992,76.60,3257463,7816,America
Costa Rica,1993,76.60,3341005,8196,America
Costa Rica,1994,76.60,3425692,8378,America
Costa Rica,1995,76.60,3510925,8495,America
Costa Rica,1996,76.80,3596733,8357,America
Costa Rica,1997,77.00,"3,682,725",8603,America
Costa Rica,1998,77.20,3767369,9095,America
Costa Rica,1999,77.40,3848725,9610,America
Costa Rica,2000,77.70,3925450,9564,America
Costa Rica,2001,77.90,3996800,9465,America
Costa Rica,2002,78.10,4063208,9548,America
Costa Rica,2003,78.30,"4,125,970",9972,America
Costa Rica,2004,78.50,4187039,10212,America
Costa Rica,2005,78.80,4247843,10629,America
Costa Rica,2006,79.20,4308790,11371,America
Costa Rica,2007,79.50,4369465,12079,America
Costa Rica,2008,79.70,4429506,12219,America
Costa Rica,2009,79.60,4488261,11914,America
Costa Rica,2010,79.60,4545273,12322,America
Costa Rica,2011,79.60,4600487,12694,America
Costa Rica,2012,79.70,4654148,13162,America
Costa Rica,2013,79.80,4706433,13427,America
Costa Rica,2014,79.90,4757606,13713,America
Costa Rica,2015,80.00,4807850,14132,America
Cote d'Ivoire,1800,31.16,1088530,812,Sub-Saharan Africa
Cote d'Ivoire,1801,31.16,,816,Sub-Saharan Africa
Cote d'Ivoire,1802,31.16,,819,Sub-Saharan Africa
Cote d'Ivoire,1803,31.16,,822,Sub-Saharan Africa
Cote d'Ivoire,1804,31.16,,825,Sub-Saharan Africa
Cote d'Ivoire,1805,31.16,,829,Sub-Saharan Africa
Cote d'Ivoire,1806,31.16,,832,Sub-Saharan Africa
Cote d'Ivoire,1807,31.16,,835,Sub-Saharan Africa
Cote d'Ivoire,1808,31.16,,839,Sub-Saharan Africa
Cote d'Ivoire,1809,31.16,,842,Sub-Saharan Africa
Cote d'Ivoire,1810,31.16,1088530,845,Sub-Saharan Africa
Cote d'Ivoire,1811,31.16,,849,Sub-Saharan Africa
Cote d'Ivoire,1812,31.16,,852,Sub-Saharan Africa
Cote d'Ivoire,1813,31.16,,856,Sub-Saharan Africa
Cote d'Ivoire,1814,31.16,,859,Sub-Saharan Africa
Cote d'Ivoire,1815,31.16,,863,Sub-Saharan Africa
Cote d'Ivoire,1816,31.16,,866,Sub-Saharan Africa
Cote d'Ivoire,1817,31.16,,869,Sub-Saharan Africa
Cote d'Ivoire,1818,31.16,,873,Sub-Saharan Africa
Cote d'Ivoire,1819,31.16,,876,Sub-Saharan Africa
Cote d'Ivoire,1820,31.16,1108345,880,Sub-Saharan Africa
Cote d'Ivoire,1821,31.16,,884,Sub-Saharan Africa
Cote d'Ivoire,1822,31.16,,887,Sub-Saharan Africa
Cote d'Ivoire,1823,31.16,,891,Sub-Saharan Africa
Cote d'Ivoire,1824,31.16,,894,Sub-Saharan Africa
Cote d'Ivoire,1825,31.16,,898,Sub-Saharan Africa
Cote d'Ivoire,1826,31.16,,901,Sub-Saharan Africa
Cote d'Ivoire,1827,31.16,,905,Sub-Saharan Africa
Cote d'Ivoire,1828,31.16,,909,Sub-Saharan Africa
Cote d'Ivoire,1829,31.16,,912,Sub-Saharan Africa
Cote d'Ivoire,1830,31.16,1165948,916,Sub-Saharan Africa
Cote d'Ivoire,1831,31.16,,920,Sub-Saharan Africa
Cote d'Ivoire,1832,31.16,,923,Sub-Saharan Africa
Cote d'Ivoire,1833,31.16,,927,Sub-Saharan Africa
Cote d'Ivoire,1834,31.16,,931,Sub-Saharan Africa
Cote d'Ivoire,1835,31.16,,934,Sub-Saharan Africa
Cote d'Ivoire,1836,31.16,,938,Sub-Saharan Africa
Cote d'Ivoire,1837,31.16,,942,Sub-Saharan Africa
Cote d'Ivoire,1838,31.16,,946,Sub-Saharan Africa
Cote d'Ivoire,1839,31.16,,950,Sub-Saharan Africa
Cote d'Ivoire,1840,31.16,1247818,953,Sub-Saharan Africa
Cote d'Ivoire,1841,31.16,,957,Sub-Saharan Africa
Cote d'Ivoire,1842,31.16,,961,Sub-Saharan Africa
Cote d'Ivoire,1843,31.16,,965,Sub-Saharan Africa
Cote d'Ivoire,1844,31.16,,969,Sub-Saharan Africa
Cote d'Ivoire,1845,31.16,,973,Sub-Saharan Africa
Cote d'Ivoire,1846,31.16,,976,Sub-Saharan Africa
Cote d'Ivoire,1847,31.16,,980,Sub-Saharan Africa
Cote d'Ivoire,1848,31.16,,984,Sub-Saharan Africa
Cote d'Ivoire,1849,31.16,,988,Sub-Saharan Africa
Cote d'Ivoire,1850,31.16,1335437,992,Sub-Saharan Africa
Cote d'Ivoire,1851,31.16,,996,Sub-Saharan Africa
Cote d'Ivoire,1852,31.16,,1000,Sub-Saharan Africa
Cote d'Ivoire,1853,31.16,,1004,Sub-Saharan Africa
Cote d'Ivoire,1854,31.16,,1008,Sub-Saharan Africa
Cote d'Ivoire,1855,31.16,,1012,Sub-Saharan Africa
Cote d'Ivoire,1856,31.16,,1016,Sub-Saharan Africa
Cote d'Ivoire,1857,31.16,,1020,Sub-Saharan Africa
Cote d'Ivoire,1858,31.16,,1025,Sub-Saharan Africa
Cote d'Ivoire,1859,31.16,,1029,Sub-Saharan Africa
Cote d'Ivoire,1860,31.16,1427565,1033,Sub-Saharan Africa
Cote d'Ivoire,1861,31.16,,1037,Sub-Saharan Africa
Cote d'Ivoire,1862,31.16,,1041,Sub-Saharan Africa
Cote d'Ivoire,1863,31.16,,1045,Sub-Saharan Africa
Cote d'Ivoire,1864,31.16,,1049,Sub-Saharan Africa
Cote d'Ivoire,1865,31.16,,1054,Sub-Saharan Africa
Cote d'Ivoire,1866,31.16,,1058,Sub-Saharan Africa
Cote d'Ivoire,1867,31.16,,1062,Sub-Saharan Africa
Cote d'Ivoire,1868,31.16,,1066,Sub-Saharan Africa
Cote d'Ivoire,1869,31.16,,1071,Sub-Saharan Africa
Cote d'Ivoire,1870,31.16,1526047,1075,Sub-Saharan Africa
Cote d'Ivoire,1871,31.16,,1079,Sub-Saharan Africa
Cote d'Ivoire,1872,31.16,,1084,Sub-Saharan Africa
Cote d'Ivoire,1873,31.16,,1088,Sub-Saharan Africa
Cote d'Ivoire,1874,31.16,,1092,Sub-Saharan Africa
Cote d'Ivoire,1875,31.16,,1097,Sub-Saharan Africa
Cote d'Ivoire,1876,31.16,,1101,Sub-Saharan Africa
Cote d'Ivoire,1877,31.16,,1105,Sub-Saharan Africa
Cote d'Ivoire,1878,31.16,,1110,Sub-Saharan Africa
Cote d'Ivoire,1879,31.16,,1114,Sub-Saharan Africa
Cote d'Ivoire,1880,31.16,1630846,1119,Sub-Saharan Africa
Cote d'Ivoire,1881,31.16,,1123,Sub-Saharan Africa
Cote d'Ivoire,1882,31.16,,1128,Sub-Saharan Africa
Cote d'Ivoire,1883,31.16,,1132,Sub-Saharan Africa
Cote d'Ivoire,1884,31.16,,1137,Sub-Saharan Africa
Cote d'Ivoire,1885,31.16,,1141,Sub-Saharan Africa
Cote d'Ivoire,1886,31.16,,1146,Sub-Saharan Africa
Cote d'Ivoire,1887,31.16,,1151,Sub-Saharan Africa
Cote d'Ivoire,1888,31.16,,1155,Sub-Saharan Africa
Cote d'Ivoire,1889,31.16,,1160,Sub-Saharan Africa
Cote d'Ivoire,1890,31.16,1742785,1164,Sub-Saharan Africa
Cote d'Ivoire,1891,31.16,,1169,Sub-Saharan Africa
Cote d'Ivoire,1892,31.16,,1174,Sub-Saharan Africa
Cote d'Ivoire,1893,31.16,,1179,Sub-Saharan Africa
Cote d'Ivoire,1894,31.16,,1183,Sub-Saharan Africa
Cote d'Ivoire,1895,31.16,,1188,Sub-Saharan Africa
Cote d'Ivoire,1896,31.16,,1193,Sub-Saharan Africa
Cote d'Ivoire,1897,31.16,,1198,Sub-Saharan Africa
Cote d'Ivoire,1898,31.16,,1202,Sub-Saharan Africa
Cote d'Ivoire,1899,31.16,,1207,Sub-Saharan Africa
Cote d'Ivoire,1900,31.16,1863006,1212,Sub-Saharan Africa
Cote d'Ivoire,1901,31.16,,1217,Sub-Saharan Africa
Cote d'Ivoire,1902,31.16,,1222,Sub-Saharan Africa
Cote d'Ivoire,1903,31.16,,1227,Sub-Saharan Africa
Cote d'Ivoire,1904,31.16,,1232,Sub-Saharan Africa
Cote d'Ivoire,1905,31.16,,1236,Sub-Saharan Africa
Cote d'Ivoire,1906,31.16,,1241,Sub-Saharan Africa
Cote d'Ivoire,1907,31.16,,1246,Sub-Saharan Africa
Cote d'Ivoire,1908,31.16,,1251,Sub-Saharan Africa
Cote d'Ivoire,1909,31.16,,1256,Sub-Saharan Africa
Cote d'Ivoire,1910,31.16,1991150,1261,Sub-Saharan Africa
Cote d'Ivoire,1911,31.16,,1266,Sub-Saharan Africa
Cote d'Ivoire,1912,31.16,,1272,Sub-Saharan Africa
Cote d'Ivoire,1913,31.16,,1277,Sub-Saharan Africa
Cote d'Ivoire,1914,31.16,,1293,Sub-Saharan Africa
Cote d'Ivoire,1915,31.16,,1309,Sub-Saharan Africa
Cote d'Ivoire,1916,31.16,,1326,Sub-Saharan Africa
Cote d'Ivoire,1917,31.16,,1343,Sub-Saharan Africa
Cote d'Ivoire,1918,12.05,,1360,Sub-Saharan Africa
Cote d'Ivoire,1919,31.16,,1377,Sub-Saharan Africa
Cote d'Ivoire,1920,31.16,2129255,1394,Sub-Saharan Africa
Cote d'Ivoire,1921,31.32,,1413,Sub-Saharan Africa
Cote d'Ivoire,1922,31.48,,1432,Sub-Saharan Africa
Cote d'Ivoire,1923,31.65,,1451,Sub-Saharan Africa
Cote d'Ivoire,1924,31.81,,1470,Sub-Saharan Africa
Cote d'Ivoire,1925,31.98,,1489,Sub-Saharan Africa
Cote d'Ivoire,1926,32.14,,1509,Sub-Saharan Africa
Cote d'Ivoire,1927,32.31,,1529,Sub-Saharan Africa
Cote d'Ivoire,1928,32.47,,1549,Sub-Saharan Africa
Cote d'Ivoire,1929,32.63,,1570,Sub-Saharan Africa
Cote d'Ivoire,1930,32.80,2278766,1591,Sub-Saharan Africa
Cote d'Ivoire,1931,32.96,,1612,Sub-Saharan Africa
Cote d'Ivoire,1932,33.13,,1633,Sub-Saharan Africa
Cote d'Ivoire,1933,33.29,,1655,Sub-Saharan Africa
Cote d'Ivoire,1934,33.45,,1676,Sub-Saharan Africa
Cote d'Ivoire,1935,33.62,,1699,Sub-Saharan Africa
Cote d'Ivoire,1936,33.78,,1721,Sub-Saharan Africa
Cote d'Ivoire,1937,33.95,,1744,Sub-Saharan Africa
Cote d'Ivoire,1938,34.11,,1767,Sub-Saharan Africa
Cote d'Ivoire,1939,34.28,,1790,Sub-Saharan Africa
Cote d'Ivoire,1940,34.44,2438775,1814,Sub-Saharan Africa
Cote d'Ivoire,1941,34.60,,1838,Sub-Saharan Africa
Cote d'Ivoire,1942,34.77,,1862,Sub-Saharan Africa
Cote d'Ivoire,1943,34.93,,1886,Sub-Saharan Africa
Cote d'Ivoire,1944,35.10,,1911,Sub-Saharan Africa
Cote d'Ivoire,1945,35.26,,1936,Sub-Saharan Africa
Cote d'Ivoire,1946,35.42,,1962,Sub-Saharan Africa
Cote d'Ivoire,1947,35.59,,1988,Sub-Saharan Africa
Cote d'Ivoire,1948,35.75,,2014,Sub-Saharan Africa
Cote d'Ivoire,1949,35.92,,2040,Sub-Saharan Africa
Cote d'Ivoire,1950,36.08,2630131,2067,Sub-Saharan Africa
Cote d'Ivoire,1951,36.47,2692657,2102,Sub-Saharan Africa
Cote d'Ivoire,1952,37.11,2758455,2138,Sub-Saharan Africa
Cote d'Ivoire,1953,37.79,"2,827,844",2173,Sub-Saharan Africa
Cote d'Ivoire,1954,38.50,2901307,2209,Sub-Saharan Africa
Cote d'Ivoire,1955,39.26,2979491,2245,Sub-Saharan Africa
Cote d'Ivoire,1956,40.04,3063218,2281,Sub-Saharan Africa
Cote d'Ivoire,1957,40.86,3153472,2317,Sub-Saharan Africa
Cote d'Ivoire,1958,41.71,3251367,2353,Sub-Saharan Africa
Cote d'Ivoire,1959,42.57,3358089,2377,Sub-Saharan Africa
Cote d'Ivoire,1960,43.43,3474724,2510,Sub-Saharan Africa
Cote d'Ivoire,1961,44.29,3602075,2751,Sub-Saharan Africa
Cote d'Ivoire,1962,45.12,3740503,2651,Sub-Saharan Africa
Cote d'Ivoire,1963,45.93,3889859,2901,Sub-Saharan Africa
Cote d'Ivoire,1964,46.71,4049675,3312,Sub-Saharan Africa
Cote d'Ivoire,1965,47.49,4219739,3091,Sub-Saharan Africa
Cote d'Ivoire,1966,48.29,4400054,3291,Sub-Saharan Africa
Cote d'Ivoire,1967,49.12,4591238,3261,Sub-Saharan Africa
Cote d'Ivoire,1968,50.00,4794399,3565,Sub-Saharan Africa
Cote d'Ivoire,1969,50.93,5010962,3645,Sub-Saharan Africa
Cote d'Ivoire,1970,51.90,5241914,3798,Sub-Saharan Africa
Cote d'Ivoire,1971,52.60,5487594,3983,Sub-Saharan Africa
Cote d'Ivoire,1972,53.20,5747633,3975,Sub-Saharan Africa
Cote d'Ivoire,1973,53.70,"6,021,405",4029,Sub-Saharan Africa
Cote d'Ivoire,1974,54.30,6307936,4020,Sub-Saharan Africa
Cote d'Ivoire,1975,54.80,6606395,4159,Sub-Saharan Africa
Cote d'Ivoire,1976,55.40,6916302,4488,Sub-Saharan Africa
Cote d'Ivoire,1977,56.00,7237451,4602,Sub-Saharan Africa
Cote d'Ivoire,1978,56.50,7569558,4878,Sub-Saharan Africa
Cote d'Ivoire,1979,56.90,7912390,4776,Sub-Saharan Africa
Cote d'Ivoire,1980,57.40,8265549,4068,Sub-Saharan Africa
Cote d'Ivoire,1981,57.70,8629121,4030,Sub-Saharan Africa
Cote d'Ivoire,1982,57.80,9002400,3868,Sub-Saharan Africa
Cote d'Ivoire,1983,57.90,9383289,3564,Sub-Saharan Africa
Cote d'Ivoire,1984,57.90,9769105,3330,Sub-Saharan Africa
Cote d'Ivoire,1985,57.70,10158033,3347,Sub-Saharan Africa
Cote d'Ivoire,1986,57.50,10548148,3330,Sub-Saharan Africa
Cote d'Ivoire,1987,57.20,10939987,3203,Sub-Saharan Africa
Cote d'Ivoire,1988,56.90,11337122,3129,Sub-Saharan Africa
Cote d'Ivoire,1989,56.50,11744698,3385,Sub-Saharan Africa
Cote d'Ivoire,1990,56.10,12165909,3234,Sub-Saharan Africa
Cote d'Ivoire,1991,55.70,12600967,3128,Sub-Saharan Africa
Cote d'Ivoire,1992,55.30,13046907,3019,Sub-Saharan Africa
Cote d'Ivoire,1993,54.80,13499696,2918,Sub-Saharan Africa
Cote d'Ivoire,1994,54.30,13953779,2851,Sub-Saharan Africa
Cote d'Ivoire,1995,53.90,14404340,2964,Sub-Saharan Africa
Cote d'Ivoire,1996,53.60,14852193,3103,Sub-Saharan Africa
Cote d'Ivoire,1997,53.30,15296390,3131,Sub-Saharan Africa
Cote d'Ivoire,1998,53.10,15728482,3202,Sub-Saharan Africa
Cote d'Ivoire,1999,53.00,16137824,3178,Sub-Saharan Africa
Cote d'Ivoire,2000,52.80,16517948,3049,Sub-Saharan Africa
Cote d'Ivoire,2001,52.80,16865376,2999,Sub-Saharan Africa
Cote d'Ivoire,2002,52.70,17185421,2904,Sub-Saharan Africa
Cote d'Ivoire,2003,52.90,17491539,2825,Sub-Saharan Africa
Cote d'Ivoire,2004,53.20,17802516,2820,Sub-Saharan Africa
Cote d'Ivoire,2005,53.60,18132702,2828,Sub-Saharan Africa
Cote d'Ivoire,2006,54.40,18486392,2827,Sub-Saharan Africa
Cote d'Ivoire,2007,55.20,18862172,2831,Sub-Saharan Africa
Cote d'Ivoire,2008,55.90,19261647,2854,Sub-Saharan Africa
Cote d'Ivoire,2009,56.50,19684909,2892,Sub-Saharan Africa
Cote d'Ivoire,2010,57.20,20131707,2892,Sub-Saharan Africa
Cote d'Ivoire,2011,57.80,20604172,2706,Sub-Saharan Africa
Cote d'Ivoire,2012,58.20,21102641,2928,Sub-Saharan Africa
Cote d'Ivoire,2013,58.90,21622490,3123,Sub-Saharan Africa
Cote d'Ivoire,2014,59.61,22157107,3324,Sub-Saharan Africa
Cote d'Ivoire,2015,60.33,22701556,3491,Sub-Saharan Africa
Croatia,1800,36.10,1227886,,Europe & Central Asia
Croatia,1801,36.10,,,Europe & Central Asia
Croatia,1802,36.10,,,Europe & Central Asia
Croatia,1803,36.10,,,Europe & Central Asia
Croatia,1804,36.10,,,Europe & Central Asia
Croatia,1805,36.10,,,Europe & Central Asia
Croatia,1806,36.10,,,Europe & Central Asia
Croatia,1807,36.10,,,Europe & Central Asia
Croatia,1808,36.10,,,Europe & Central Asia
Croatia,1809,36.10,,,Europe & Central Asia
Croatia,1810,36.10,1227886,,Europe & Central Asia
Croatia,1811,36.10,,,Europe & Central Asia
Croatia,1812,36.10,,,Europe & Central Asia
Croatia,1813,36.10,,,Europe & Central Asia
Croatia,1814,36.10,,,Europe & Central Asia
Croatia,1815,36.10,,,Europe & Central Asia
Croatia,1816,36.10,,,Europe & Central Asia
Croatia,1817,36.10,,,Europe & Central Asia
Croatia,1818,36.10,,,Europe & Central Asia
Croatia,1819,36.10,,,Europe & Central Asia
Croatia,1820,36.10,1257048,1350,Europe & Central Asia
Croatia,1821,36.10,,1361,Europe & Central Asia
Croatia,1822,36.10,,1373,Europe & Central Asia
Croatia,1823,36.10,,1384,Europe & Central Asia
Croatia,1824,36.10,,1395,Europe & Central Asia
Croatia,1825,36.10,,1407,Europe & Central Asia
Croatia,1826,36.10,,1418,Europe & Central Asia
Croatia,1827,36.10,,1430,Europe & Central Asia
Croatia,1828,36.10,,1441,Europe & Central Asia
Croatia,1829,36.10,,1453,Europe & Central Asia
Croatia,1830,36.10,1342619,1465,Europe & Central Asia
Croatia,1831,36.10,,1477,Europe & Central Asia
Croatia,1832,36.10,,1489,Europe & Central Asia
Croatia,1833,36.10,,1502,Europe & Central Asia
Croatia,1834,36.10,,1514,Europe & Central Asia
Croatia,1835,36.10,,1526,Europe & Central Asia
Croatia,1836,36.10,,1539,Europe & Central Asia
Croatia,1837,36.10,,1551,Europe & Central Asia
Croatia,1838,36.10,,1564,Europe & Central Asia
Croatia,1839,36.10,,1577,Europe & Central Asia
Croatia,1840,36.10,1465995,1590,Europe & Central Asia
Croatia,1841,36.10,,1603,Europe & Central Asia
Croatia,1842,36.10,,1616,Europe & Central Asia
Croatia,1843,36.10,,1629,Europe & Central Asia
Croatia,1844,36.10,,1643,Europe & Central Asia
Croatia,1845,36.10,,1656,Europe & Central Asia
Croatia,1846,36.10,,1670,Europe & Central Asia
Croatia,1847,36.10,,1683,Europe & Central Asia
Croatia,1848,36.10,,1697,Europe & Central Asia
Croatia,1849,36.10,,1711,Europe & Central Asia
Croatia,1850,36.10,1600709,1725,Europe & Central Asia
Croatia,1851,36.10,,1732,Europe & Central Asia
Croatia,1852,36.10,,1739,Europe & Central Asia
Croatia,1853,36.10,,1746,Europe & Central Asia
Croatia,1854,36.10,,1752,Europe & Central Asia
Croatia,1855,36.10,,1759,Europe & Central Asia
Croatia,1856,36.10,,1766,Europe & Central Asia
Croatia,1857,36.10,,1773,Europe & Central Asia
Croatia,1858,36.10,,1780,Europe & Central Asia
Croatia,1859,36.10,,1787,Europe & Central Asia
Croatia,1860,36.10,1747990,1794,Europe & Central Asia
Croatia,1861,36.10,,1801,Europe & Central Asia
Croatia,1862,36.10,,1808,Europe & Central Asia
Croatia,1863,36.10,,1815,Europe & Central Asia
Croatia,1864,36.10,,1822,Europe & Central Asia
Croatia,1865,36.10,,1829,Europe & Central Asia
Croatia,1866,36.10,,1836,Europe & Central Asia
Croatia,1867,36.10,,1843,Europe & Central Asia
Croatia,1868,36.10,,1851,Europe & Central Asia
